284.3184;-00.3425;156.06922;-57.79491; 0.11; 0.79;16.52; 0.01;16.42; 0.01;15.63; 0.00;     ;     ;15.67; 0.00;15.25; 0.01;0.030627551127207643;0.023813775563603822;2.703365917987141;0.30682295899357037
284.3170;-00.3397;156.06986;-57.79181;     ;     ;     ;     ;22.27; 0.14;     ;     ;     ;     ;     ;     ;19.38; 0.05;;;;
284.3220;-00.3472;156.07035;-57.80084;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19.48; 0.06;;;;
284.3221;-00.3460;156.07158;-57.79991; 0.76; 1.11;19.24; 0.04;18.49; 0.01;17.38; 0.01;     ;     ;17.42; 0.01;16.89; 0.01;0.23968622443640014;0.022092032995784546;3.098317041006416;2.626952362535007
284.3160;-00.3359;156.07211;-57.78810;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.76; 0.12;19.98; 0.10;;;;
284.3160;-00.3359;156.07205;-57.78810;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.07; 0.09;;;;
284.3261;-00.3520;156.07192;-57.80711;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.03; 0.09;;;;
284.3201;-00.3417;156.07270;-57.79520;     ; 1.70;     ;     ;20.60; 0.05;18.90; 0.03;     ;     ;18.92; 0.03;17.87; 0.02;;;;
284.3193;-00.3389;156.07427;-57.79236; 0.30; 0.90;16.13; 0.01;15.83; 0.00;14.93; 0.01;14.63; 0.05;     ;     ;     ;;0.08149373076842793;0.04788360897400622;2.9138823184643967;0.8975343520525378
284.3193;-00.3389;156.07425;-57.79237; 0.31; 0.90;16.14; 0.01;15.83; 0.01;14.93; 0.00;     ;     ;14.96; 0.00;14.48; 0.00;0.08777342850564356;0.05064287010096459;2.891526594519909;0.9233113824405661
284.3154;-00.3323;156.07471;-57.78471;     ;     ;     ;     ;21.90; 0.12;     ;     ;     ;     ;20.06; 0.08;18.92; 0.04;;;;
284.3207;-00.3409;156.07449;-57.79479; 0.17;     ;15.15; 0.01;14.98; 0.01;     ;     ;     ;     ;     ;     ;     ;;;;;
284.3207;-00.3409;156.07447;-57.79480; 0.18; 0.80;15.16; 0.00;14.98; 0.00;14.18; 0.00;     ;     ;14.21; 0.00;13.81; 0.01;0.06836288279990994;0.04211399395753619;2.6046281372323206;0.4908741815111712
284.3188;-00.3372;156.07516;-57.79064;     ; 1.69;     ;     ;21.94; 0.11;20.25; 0.07;19.19; 0.12;20.31; 0.08;19.10; 0.04;;;;
284.3188;-00.3372;156.07516;-57.79065;     ; 1.90;     ;     ;21.95; 0.09;20.06; 0.06;     ;     ;20.14; 0.07;19.14; 0.05;;;;
284.3148;-00.3301;156.07585;-57.78256; 0.90; 1.45;20.10; 0.08;19.20; 0.02;17.75; 0.01;17.35; 0.03;17.73; 0.01;16.99; 0.01;0.11603520817198248;0.0630609248028408;4.748914658907743;2.979503107701887
284.3148;-00.3301;156.07585;-57.78257; 1.00; 1.41;20.18; 0.09;19.18; 0.01;17.76; 0.01;     ;     ;17.74; 0.01;16.98; 0.01;0.20372239549536647;0.041457171656341135;4.294348272036495;3.4124124689034256
284.3146;-00.3295;156.07625;-57.78197;     ; 1.47;     ;     ;20.35; 0.04;18.88; 0.03;     ;     ;18.94; 0.03;18.34; 0.03;;;;
284.3146;-00.3295;156.07625;-57.78199;     ; 1.35;     ;     ;20.38; 0.04;19.03; 0.03;     ;     ;18.95; 0.03;18.33; 0.02;;;;
284.3171;-00.3336;156.07609;-57.78678;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.16; 0.09;;;;
284.3237;-00.3439;156.07634;-57.79900;     ;     ;     ;     ;     ;     ;20.88; 0.10;     ;     ;21.04; 0.18;20.28; 0.10;;;;
284.3217;-00.3404;156.07670;-57.79492;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.43; 0.16;;;;
284.3288;-00.3517;156.07661;-57.80830; 0.68; 2.18;15.26; 0.00;14.58; 0.01;12.41; 0.00;     ;     ;12.47; 0.00;     ;;;;;
284.3149;-00.3291;156.07704;-57.78178;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.02; 0.11;;;;
284.3212;-00.3390;156.07726;-57.79346;     ; 2.01;     ;     ;22.37; 0.17;20.36; 0.08;     ;     ;20.71; 0.13;19.06; 0.04;;;;
284.3242;-00.3438;156.07718;-57.79915;     ; 1.34;     ;     ;20.27; 0.04;18.92; 0.02;     ;     ;18.94; 0.03;18.36; 0.03;;;;
284.3189;-00.3352;156.07731;-57.78900;     ; 1.85;     ;     ;20.94; 0.05;19.09; 0.03;     ;     ;19.09; 0.03;18.20; 0.03;;;;
284.3189;-00.3352;156.07730;-57.78901;     ; 1.82;     ;     ;20.88; 0.05;19.06; 0.03;     ;     ;19.11; 0.03;18.18; 0.02;;;;
284.3256;-00.3457;156.07744;-57.80153; 0.63; 1.18;19.17; 0.03;18.53; 0.01;17.36; 0.01;     ;     ;17.40; 0.01;16.78; 0.01;0.11449228643794852;0.06238297434394708;3.793207460280903;2.020716611335548
284.3148;-00.3281;156.07797;-57.78081;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.34; 0.14;;;;
284.3223;-00.3396;156.07832;-57.79454;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.24; 0.14;;;;
284.3281;-00.3487;156.07850;-57.80538; 0.05; 0.72;15.68; 0.01;15.62; 0.01;14.91; 0.00;     ;     ;14.94; 0.00;14.57; 0.01;0.0365072321185627;0.02675361605928135;2.433234253657917;0.0827571268289584
284.3156;-00.3284;156.07890;-57.78149; 1.11; 1.13;19.27; 0.03;18.16; 0.01;17.04; 0.05;16.61; 0.10;17.05; 0.05;16.53; 0.01;0.4470305402633331;-0.05844925170811725;2.4313712766625337;4.159679336080898
284.3156;-00.3284;156.07890;-57.78150; 1.11; 1.20;19.27; 0.04;18.16; 0.01;16.96; 0.01;     ;     ;17.00; 0.01;16.51; 0.01;0.4034726728486844;-0.0515929207261818;2.8356372846586835;4.135270797785208
284.3243;-00.3420;156.07912;-57.79768;     ;     ;     ;     ;     ;     ;20.47; 0.08;     ;     ;20.66; 0.11;19.60; 0.07;;;;
284.3313;-00.3532;156.07899;-57.81086; 0.44; 1.07;19.10; 0.03;18.66; 0.01;17.59; 0.01;     ;     ;17.63; 0.01;17.08; 0.01;0.0636261067967283;0.04003268328947153;3.5826910598036474;1.4238836474894814
284.3191;-00.3329;156.08002;-57.78724; 0.05; 0.69;14.60; 0.00;14.55; 0.00;13.86; 0.01;     ;     ;13.91; 0.01;13.57; 0.01;0.055174889581983605;0.0360874447909918;2.259977393088138;0.04952869654406919
284.3191;-00.3329;156.08001;-57.78724; 0.04; 0.70;14.62; 0.00;14.57; 0.00;13.87; 0.00;     ;     ;13.91; 0.00;13.56; 0.01;0.042672639356960994;0.029836319678480498;2.3400854038892187;0.03618270194460943
284.3213;-00.3363;156.07995;-57.79127; 0.37; 0.99;18.48; 0.03;18.11; 0.01;17.13; 0.01;16.72; 0.02;17.12; 0.01;16.67; 0.01;0.06944864253867465;0.042591070206387346;3.2771628325623183;1.165575790065261
284.3213;-00.3364;156.07994;-57.79128; 0.43; 0.97;18.52; 0.03;18.09; 0.01;17.12; 0.01;     ;     ;17.15; 0.01;16.67; 0.01;0.11957193393758231;0.06461494066954375;3.0275239151822073;1.3007708112164242
284.3188;-00.3319;156.08045;-57.78615;     ;     ;     ;     ;22.44; 0.23;     ;     ;     ;     ;     ;     ;20.16; 0.10;;;;
284.3240;-00.3402;156.08034;-57.79600;     ; 1.43;     ;     ;20.32; 0.03;18.90; 0.02;     ;     ;18.93; 0.02;18.25; 0.02;;;;
284.3203;-00.3339;156.08090;-57.78875;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.98; 0.24;;;;
284.3246;-00.3409;156.08073;-57.79686;     ; 1.59;     ;     ;21.74; 0.10;20.15; 0.06;     ;     ;20.21; 0.08;19.19; 0.05;;;;
284.3280;-00.3449;156.08208;-57.80205;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.54; 0.15;;;;
284.3321;-00.3516;156.08196;-57.80996; 1.60; 1.93;20.32; 0.09;18.72; 0.01;16.78; 0.01;     ;     ;16.82; 0.01;15.79; 0.01;0.2569315303623419;0.012806099035662061;5.956123751910063;5.6504102874330435
284.3186;-00.3294;156.08261;-57.78395;     ;     ;     ;     ;22.54; 0.21;     ;     ;     ;     ;     ;     ;     ;;;;;
284.3326;-00.3518;156.08256;-57.81043; 0.89; 1.20;20.20; 0.08;19.31; 0.01;18.11; 0.01;     ;     ;18.13; 0.01;17.53; 0.02;0.26531932262994073;0.008289595506954999;3.327463211437411;3.1388890399952403
284.3262;-00.3414;156.08279;-57.79815;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19.67; 0.07;;;;
284.3201;-00.3312;156.08322;-57.78633;     ;     ;     ;     ;     ;     ;20.82; 0.13;     ;     ;20.75; 0.14;19.87; 0.10;;;;
284.3201;-00.3313;156.08321;-57.78635;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.96; 0.16;19.93; 0.10;;;;
284.3288;-00.3451;156.08316;-57.80268; 1.25; 1.56;19.83; 0.06;18.57; 0.01;17.01; 0.01;     ;     ;17.03; 0.01;16.14; 0.01;0.26737655160865254;0.007181856826110184;4.601739476273197;4.424432589699048
284.3198;-00.3297;156.08434;-57.78491;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19.93; 0.07;;;;
284.3239;-00.3354;156.08508;-57.79189;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.69; 0.19;;;;
284.3205;-00.3295;156.08555;-57.78505;     ; 1.58;     ;     ;21.88; 0.10;20.30; 0.08;     ;     ;20.42; 0.09;19.37; 0.06;;;;
284.3205;-00.3295;156.08556;-57.78505;     ; 1.81;     ;     ;22.14; 0.17;20.32; 0.09;     ;     ;20.49; 0.12;19.51; 0.06;;;;
284.3208;-00.3299;156.08567;-57.78557;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.45; 0.14;;;;
284.3321;-00.3477;156.08584;-57.80665; 1.17; 1.32;21.10; 0.16;19.93; 0.03;18.61; 0.02;     ;     ;18.64; 0.02;18.04; 0.02;0.3664802294182944;-0.04086284959690984;3.3945303832708724;4.310671744564999
284.3212;-00.3297;156.08642;-57.78561;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.05; 0.10;;;;
284.3228;-00.3327;156.08604;-57.78898; 0.80; 1.58;20.29; 0.07;19.49; 0.02;17.90; 0.01;17.42; 0.03;17.89; 0.01;17.09; 0.01;-0.02765495154166421;-0.13312117008637345;5.723251627488325;3.3219113655074897
284.3228;-00.3327;156.08605;-57.78899; 1.07; 1.54;20.52; 0.11;19.45; 0.02;17.91; 0.01;     ;     ;17.92; 0.01;17.06; 0.01;0.16678709731438532;0.05401211840228565;4.888637933560789;3.6169168584878633
284.3250;-00.3336;156.08868;-57.79098; 0.39;     ;16.08; 0.01;15.69; 0.01;     ;     ;     ;     ;     ;     ;12.64; 0.01;;;;
284.3250;-00.3336;156.08867;-57.79098; 0.38;     ;16.06; 0.01;15.69; 0.01;     ;     ;     ;     ;13.80; 0.01;12.64; 0.01;;;;
284.3296;-00.3405;156.08901;-57.79922; 0.14; 1.71;21.65; 0.28;21.51; 0.08;19.79; 0.04;     ;     ;19.80; 0.05;18.94; 0.04;;;;
284.3242;-00.3309;156.09007;-57.78827;     ;     ;     ;     ;22.03; 0.15;     ;     ;     ;     ;     ;     ;18.90; 0.04;;;;
284.3242;-00.3309;156.09008;-57.78827;     ; 1.47;     ;     ;21.94; 0.12;20.46; 0.09;     ;     ;20.24; 0.09;18.96; 0.05;;;;
284.3268;-00.3352;156.08990;-57.79327; 0.24; 0.87;17.40; 0.01;17.17; 0.01;16.29; 0.01;     ;     ;     ;     ;     ;;0.06248320180855503;0.03953049776436509;2.874759801561544;0.7136714279588602
284.3268;-00.3352;156.08989;-57.79327; 0.24; 0.90;17.43; 0.01;17.18; 0.01;16.28; 0.00;     ;     ;16.31; 0.01;15.85; 0.01;0.04381554434513419;0.030407772172567096;3.0480166621313223;0.7461483310656611
284.3296;-00.3388;156.09074;-57.79776;     ; 1.80;     ;     ;21.26; 0.07;19.46; 0.04;     ;     ;19.54; 0.04;18.60; 0.03;;;;
284.3368;-00.3503;156.09070;-57.81140; 1.07; 1.68;21.38; 0.20;20.31; 0.03;18.62; 0.02;     ;     ;18.65; 0.03;17.78; 0.02;0.07967136248508798;0.0470828713949629;5.6971699495530865;3.6415849778339324
284.3283;-00.3362;156.09124;-57.79490;     ;     ;     ;     ;     ;     ;21.01; 0.12;     ;     ;     ;     ;20.01; 0.09;;;;
284.3347;-00.3444;156.09325;-57.80528; 0.46; 1.14;19.39; 0.04;18.93; 0.01;17.79; 0.01;     ;     ;17.81; 0.01;17.21; 0.01;0.032627634856510955;0.024813817428255478;3.942245619910821;1.5492628099554104
284.3364;-00.3472;156.09318;-57.80851;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;20.50; 0.14;;;;
284.3302;-00.3363;156.09421;-57.79596;     ;     ;     ;     ;     ;     ;20.87; 0.11;     ;     ;20.87; 0.13;18.81; 0.03;;;;
284.3356;-00.3448;156.09431;-57.80609; 1.42; 1.47;20.50; 0.10;19.07; 0.02;17.60; 0.01;     ;     ;17.63; 0.01;16.78; 0.01;0.43013438553158057;-0.055789671796637685;3.7019215875075737;5.25381123159603
284.3281;-00.3322;156.09491;-57.79139; 0.55; 1.13;19.54; 0.04;18.99; 0.01;17.86; 0.01;     ;     ;17.83; 0.01;17.27; 0.01;0.09536746697925849;0.0539796445817954;3.683291817553839;1.7658324652888087
284.3281;-00.3322;156.09491;-57.79140; 0.61; 1.16;19.59; 0.05;18.97; 0.02;17.81; 0.01;     ;     ;17.86; 0.01;17.25; 0.01;0.11437799593913126;0.06233275579143646;3.7224143344566922;1.949695389382486
284.3357;-00.3438;156.09540;-57.80524; 0.79; 1.34;20.64; 0.11;19.85; 0.03;18.50; 0.02;     ;     ;18.55; 0.03;17.82; 0.03;0.11540661042848711;0.06278472276403221;4.359552466874586;2.5888863869600454
284.3291;-00.3330;156.09578;-57.79259;     ; 1.88;     ;     ;21.95; 0.10;20.07; 0.05;     ;     ;20.25; 0.08;19.47; 0.06;;;;
284.3294;-00.3334;156.09579;-57.79312; 0.76; 1.78;21.00; 0.14;20.24; 0.03;18.47; 0.02;     ;     ;     ;     ;     ;;-0.17722479224666582;-1.0109910267127618;6.9677202603981305;6.304728055097432
284.3294;-00.3334;156.09578;-57.79312;     ; 1.76;     ;     ;20.21; 0.03;18.45; 0.02;     ;     ;18.52; 0.02;17.60; 0.02;;;;
284.3355;-00.3432;156.09580;-57.80468; 0.70; 1.19;19.76; 0.05;19.06; 0.01;17.87; 0.01;     ;     ;17.93; 0.01;17.31; 0.01;0.1522276181106509;0.058537361938581486;3.6944696795260823;2.2836069914986497
284.3322;-00.3373;156.09644;-57.79788;     ;     ;     ;     ;     ;     ;20.88; 0.12;     ;     ;21.00; 0.14;19.77; 0.08;;;;
284.3363;-00.3440;156.09614;-57.80579;     ;     ;     ;     ;     ;     ;21.35; 0.16;     ;     ;21.61; 0.27;20.27; 0.10;;;;
284.3312;-00.3340;156.09808;-57.79454; 1.12; 1.32;20.99; 0.14;19.87; 0.02;18.56; 0.02;     ;     ;     ;     ;     ;;0.3350817407322164;-0.028411724773120296;3.50630900299331;4.088345740192309
284.3312;-00.3340;156.09806;-57.79455;     ; 1.33;     ;     ;19.86; 0.03;18.53; 0.02;     ;     ;18.58; 0.02;17.97; 0.02;;;;
284.3347;-00.3396;156.09800;-57.80115;     ; 2.21;     ;     ;22.27; 0.13;20.06; 0.05;     ;     ;20.20; 0.08;19.23; 0.04;;;;
284.3386;-00.3457;156.09811;-57.80839;     ; 1.58;     ;     ;20.86; 0.05;19.28; 0.03;     ;     ;19.27; 0.04;18.42; 0.03;;;;
284.3390;-00.3464;156.09807;-57.80923;     ; 1.71;     ;     ;22.18; 0.15;20.48; 0.08;     ;     ;20.30; 0.07;19.38; 0.05;;;;
284.3353;-00.3399;156.09876;-57.80175;     ; 2.52;     ;     ;22.79; 0.20;20.27; 0.07;     ;     ;20.28; 0.06;19.12; 0.04;;;;
284.3301;-00.3312;156.09907;-57.79165; 0.78; 1.33;19.09; 0.03;18.32; 0.01;16.98; 0.01;     ;     ;16.96; 0.01;16.29; 0.01;0.11534946517907842;0.06275961348777688;4.324155903962481;2.5533757759835143
284.3301;-00.3312;156.09907;-57.79166; 0.79; 1.33;19.09; 0.04;18.30; 0.01;16.97; 0.01;16.72; 0.02;17.00; 0.01;16.28; 0.01;0.12162916291629404;0.06551887461473527;4.3018001800179935;2.5791528063715425
284.3309;-00.3326;156.09908;-57.79326;     ; 1.85;     ;     ;22.42; 0.17;20.56; 0.06;     ;     ;     ;     ;     ;;;;;
284.3309;-00.3326;156.09907;-57.79327;     ; 2.07;     ;     ;22.53; 0.20;20.46; 0.08;     ;     ;20.69; 0.10;19.84; 0.07;;;;
284.3341;-00.3370;156.09972;-57.79867; 0.59; 1.18;19.25; 0.04;18.66; 0.01;17.48; 0.01;17.14; 0.03;17.52; 0.01;16.91; 0.01;0.08937349548908602;0.05134592983611355;3.8826303560588533;1.9176084897834358
284.3373;-00.3424;156.09943;-57.80491;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19.72; 0.07;;;;
284.3394;-00.3447;156.10047;-57.80805;     ; 2.03;     ;     ;21.74; 0.10;19.71; 0.05;     ;     ;19.74; 0.06;18.39; 0.03;;;;
284.3339;-00.3350;156.10146;-57.79685;     ; 1.87;     ;     ;21.92; 0.11;20.05; 0.06;19.21; 0.09;20.01; 0.06;19.12; 0.05;;;;
